gene_id	gene_name	d15_Tcm_REP1	d15_Tcm_REP2	d15_Tcm_REP3	d15_Tem_REP1	d15_Tem_REP3	d15_Tpm_REP1	d15_Tpm_REP2	d15_Tpm_REP3	d8_Tcm_REP1	d8_Tcm_REP2	d8_Tcm_REP3	d8_Tem_REP1	d8_Tem_REP2	d8_Tem_REP3	d8_Tpm_REP1	d8_Tpm_REP2	d8_Tpm_REP3	Naive_REP1	Naive_REP2
ENSMUSG00000013787	Ehmt2	2183.999	2551.999	3774.999	3329.002	3547	2814.999	3143	2874	5003	4328.001	3786	3483	4207.999	3696.999	5419	4534	4087	2949.001	1690
ENSMUSG00000013822	Elof1	487	505	488	512	552	397	478	396	763	604	614	832	887	672	689	701	541	413	352
ENSMUSG00000013833	Med16	201	243.001	406	253	293	296	290.999	251.001	630	526	452.001	419	462	436.001	662	532.999	394	409.001	289
ENSMUSG00000013846	St3gal1	1521	1465	1605	2358	2191	1223	1449	1398	1928	1838	1276	2033	2511	2606	2199	1730	1273	1699	1583
ENSMUSG00000013858	Tmem259	1359.001	1519	1994	1889	1835.999	2352	1947	1886.999	1686	1681	1403	1101	1310.001	1279	1779	1918	1479	2569	1410
ENSMUSG00000013878	Rnf170	341.001	354	289.664	389.001	371.001	264.612	297	286	500.598	449.999	375.001	575.382	488	469.001	494	383.569	406.795	532	632.001
ENSMUSG00000013921	Clip3	19	23	26	23	29	45	28	31	37	72	39	20	32	16	17	41	47	73	24
ENSMUSG00000013928	Thap8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000013936	Myl2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013973	Dedd	556.999	572	616	576	531	443	544	489.999	619	567.001	539.999	562.999	718	619	593.999	560	530	597.999	540.001
ENSMUSG00000013974	Mcemp1	14	19	19	24	24	24	37	26	1	0	4	0	0	1	0	2	0	7	8
ENSMUSG00000013997	Nit1	550	495	567.999	493.001	514.001	460.999	490	457	600.999	561	550.001	696	640.001	698	579.999	542.999	491	594.999	587
ENSMUSG00000014030	Pax5	10	7	7	8	5	3	2	2	0	0	0	0	0	0	0	1	0	146	88
ENSMUSG00000014039	Prdm15	726	731.999	894	629	680.001	632	737	647	544.999	533	427	441	447	553	479.999	467	500	632	786.999
ENSMUSG00000014074	Rnf168	489.999	371	468	583	476	428	461	432	561	517	421	479	478	454	539	481	485	536	529
ENSMUSG00000014075	Tctex1d2	28	22	10	24	10	14	12	24	4	9	6	3	5	5	11	6	3	21	14
ENSMUSG00000014077	Chp1	2534.789	2624.835	2624.597	2487.82	2279.653	1983	2343.913	2011.903	3260	3149	2855.94	2877.751	3177.91	3110.932	3293	2897.497	2600	1802.949	1704
ENSMUSG00000014104	Sval2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014158	Trpv4	1	6	1	2	4	0	0	0	11	3	9	17	8	2	16	9	5	5	13
ENSMUSG00000014164	Klhl3	51	66	82	37	31	39	37	25	63	63	59	32	30	22	56	56	52	109	138
ENSMUSG00000014177	Tvp23b	614	609	507	614	509	438	546	543	523.001	470	525	565	597	513.001	441	446	527	665	566
ENSMUSG00000014195	Dnajc7	4382	3872.001	4165	3374.999	3235.999	2902.001	3607.999	3327.001	3700.999	3527.001	3640.001	3623.999	3773.999	3528	3358	3214	3315	6904.001	6510
ENSMUSG00000014198	Zfp385c	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000014226	Cacybp	1753.001	1566	1862.999	1698.999	1704.001	1339	1720	1613	785	710	813	928	874	815	768	765	846	1262	1336
ENSMUSG00000014232	Cluap1	445	365.001	451	449.001	423.384	334.826	408	363.999	486.936	404.319	473.625	547.802	529.862	434.829	478	471.078	508.126	621.434	615.746
ENSMUSG00000014243	Zswim7	57	78	66	61	51	38	54	53	40	32	57	41	33	31	44	22	45	71	89
ENSMUSG00000014245	Pigl	186	185	203	168	132	141	153	170	301	294	219	222	225	250	257	214	220	201	261
ENSMUSG00000014294	Ndufa2	1168	1147	1469	1454	1512	1175	1343	1318	1368	1185	1649	1477	1579	1141	1099	1421	1536	1433	1283
ENSMUSG00000014301	Pam16	148	162.654	244	236	248.355	197	200	234.001	248	220.441	253.629	239.858	203.938	173.915	249.592	207	275.117	289.652	244.466
ENSMUSG00000014303	Glis2	10	4	3	13	18	5	11	1	17	11	6	14	22	11	11	12	5	29	16
ENSMUSG00000014313	Cox6c	2536	2097.001	2393	2353	2102	1803	2109	1856	2610.723	2236.939	2697.999	3047.831	2772.956	2372	2397	2515.582	2672	2311.001	2261.977
ENSMUSG00000014329	Bicc1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
ENSMUSG00000014349	Ube2z	1407	1374	1511	1458	1285	1221	1347	1261	1995	1675	1493	1167	1593	1427	1987	1486	1384	1436	840
ENSMUSG00000014351	Gip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014353	Tmem87b	823	772	854	848	836.001	826.001	890	737.999	608	587	602	609	543	606.999	681	555	570	970	1041.999
ENSMUSG00000014355	Anapc1	2663	2798.001	2847.001	2426.002	2339.999	2116	2490	2257	3042	2936.999	2523	2464.999	2863	3009.001	3176	2549.999	2473.001	2371.001	2793
ENSMUSG00000014361	Mertk	53	49	43	15	38	44	41	23	0	0	1	1	0	0	6	0	0	9	13
ENSMUSG00000014402	Tsg101	877.418	766.046	925.378	889.326	956.424	686.246	741.687	681.383	980.031	867.515	822.696	975.557	968.937	866.17	834.463	671.401	708.764	823.478	927.26
ENSMUSG00000014418	Hps5	1420.001	1291	1440	1341.999	1365	1219	1392.999	1366.999	1127.001	1075	855	1187.001	1290.001	1273	1219.999	1104	1135.999	1221.999	1215.001
ENSMUSG00000014426	Map3k4	944	951	1038	721	739	746	850	721	816	800	651	525	664	717.971	894	687	607	626	689.935
ENSMUSG00000014444	Piezo1	2043.002	2201.999	2833.999	2809.001	2963	2227.001	2687	2479.999	2070	1804.999	1477.001	1755	2242.999	2069	2225	1697	1643	1851	1282
ENSMUSG00000014453	Blk	3	2	6	5	5	10	7	6	2	0	0	2	0	5	0	0	0	93	61
ENSMUSG00000014470	Rnf166	2031	2220	2799	2890	2873.001	2284	2429	2420	4466	3685	3618.999	4154	5026.999	4429	4659	4118	3810	1808	1406
ENSMUSG00000014496	Ankrd28	576	530	580	619	504	421	536	407	563	553	415	718	804	729	577	534	503	766	1015
ENSMUSG00000014498	Ankrd52	1268	1184	1572	1208	1050	1272	1421	1157	2342	2018	1220	1298	1480	1339	2194	1738	1267	1325.999	1241
ENSMUSG00000014503	Pkd2l2	3	2	2	5	3	5	6	3	3	2	2	4	9	2	5	2	1	4	3
ENSMUSG00000014504	Srp19	975.999	721	850.001	1154.999	1247	640.999	856.999	702	993.999	932	1000	1817.999	1869.001	1513	1104.001	1050	1030	915	930
ENSMUSG00000014529	Tmbim7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014542	Clec4f	0	0	0	0	0	0	2	0	1	2	2	0	0	0	1	3	5	5	6
ENSMUSG00000014543	Klra17	2	0	1	1	0	3	2	2	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000014547	Wdfy2	106	104	113	61	75	79	115	77	131	127	73	67	54	59	102	75	71	82	71
ENSMUSG00000014550	Rbsn	793	793.999	862	808	885	652	829	731	800	729	601	686	841	757	742	645	669	720	757
ENSMUSG00000014551	Mrps25	471	467	494.999	412	476	352	439	396	403.001	362	455	412	443	409	412	392	426	387.999	326.001
ENSMUSG00000014554	Dguok	768	850	853	627	603	576	659	665.999	583.999	512.001	557.999	387	462	392.999	435	511.998	463	742	628.999
ENSMUSG00000014592	Camta1	172	164	199.001	231	198	201	213	191	183	171	161	161	155	131.001	127.001	128	138	277	188
ENSMUSG00000014599	Csf1	3	26	23	82	110	41	35	29	40	46	32	10	29	30	34	27	23	24	12
ENSMUSG00000014601	Strip1	1004	1010	1070.999	1109	1214.001	874	925	970	1383	1123	1066.999	1038	1456	1405.001	1247	1086	917.999	1152	867
ENSMUSG00000014602	Kif1a	42	40	102	71.999	95	170	92	111	150	124	143	57	90	77	81	118	195	202	55
ENSMUSG00000014603	Alx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014606	Slc25a11	1094	1080	1121	954	865	827	925	826	1854	1499	1668	1449	1689	1428	1613	1683.999	1401.001	1442.001	1199
ENSMUSG00000014609	Chrne	27	35	41	50	59	42	52	53	33	27	31	41.001	24	35	55	39	64	3	4
ENSMUSG00000014633	Cmc2	287	258	329.999	383	341	257.001	292	231.001	461	325.999	414	503.001	505	365.001	369	411.001	472.001	146	176.001
ENSMUSG00000014668	Chfr	1928	1747	1931.002	2115.998	2129	1665.999	1828.999	1615.001	3284	2992.998	2655	3289.999	3383.001	3252	3330	2841.999	2781	1988.001	1772.999
ENSMUSG00000014686	Ceacam16	4	8	18	21	5	7	8	6	22	29	12	7	16	13	24	17	14	4	5
ENSMUSG00000014704	Hoxa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000014725	Adam28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSMUSG00000014747	Ankrd53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014748	Tex261	1456	1438	1369	1579	1427	1195	1321	1044	2109	1644.001	1726	1742	1872	1902.001	2032.999	1746.001	1584	1595	1226.999
ENSMUSG00000014763	Fam120b	1105	1139	1216	1106	1015	846	1091	894	747	710	671	637	731	711	632	502	669	821	1092
ENSMUSG00000014767	Tbp	674	665	662.999	706.001	693	452.002	576	567	612.999	676.002	600.999	708	647	643	566.999	588	519.998	612	743.999
ENSMUSG00000014769	Psmb1	4609.979	4210.946	4146.992	3988.988	3798.992	3117.988	3706.996	3463.953	4756.999	4245.998	5446	6075.985	6301.976	5343.999	4623.997	4502.998	4945	3654.993	3751.972
ENSMUSG00000014771	Pdcd2	603.001	494	590	427.001	431.001	455	503.001	497	626	588	686.999	505	488	453	543	589.001	612.001	729	539.999
ENSMUSG00000014773	Dll1	4	2	1	0	0	1	3	5	2	2	4	1	1	2	6	0	1	5	4
ENSMUSG00000014776	Nol3	0	1	0	3	0	3	0	0	0	0	2	1	0	1	7	11	1	4	0
ENSMUSG00000014778	Fhod1	684	716	1052.001	854.999	846	914	989.001	933	943	922	846.001	657	803	736	974.001	913.001	925.001	839.001	467
ENSMUSG00000014782	Plekhg4	1	1	0	0	0	0	0	0	0	0	3	1	1	0	0	2	0	3	0
ENSMUSG00000014786	Slc9a5	15	17	24	20	11	11	35	25	57	52	34	20	32	17	58	40	38	38	23
ENSMUSG00000014791	Elmo3	112	90	101	47	37	64	85	95	115	89	97	31	38	42	63	76	73	102	67
ENSMUSG00000014813	Stc1	0	3	2	1	3	3	0	3	3	0	1	1	0	0	0	0	16	1	0
ENSMUSG00000014837	4931428F04Rik	70	60	86	47	49	60	63	63	97	78	46	61	58	47	74	49	57	184	99
ENSMUSG00000014846	Tppp3	41	13	33	229	195	83	82	69	288	157	183	272.999	219.999	186	252	180	206	19	7
ENSMUSG00000014850	Msh3	888.999	756.999	805	800	753	614.999	796	612	848	864.999	766.999	870.001	771.001	843.001	812.002	727.999	773.999	906	1100.001
ENSMUSG00000014852	Adamts13	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000014856	Tmem208	529	502	532.999	531.999	448	396	516.001	443.999	551.001	496.001	573.999	483	564	486	502.001	466	514	553	483.001
ENSMUSG00000014859	E2f4	1602	1473	1568	1246	1307	1269	1426	1284	2068	1654	1565	1226	1489	1399	1949	1508	1237	1228	895
ENSMUSG00000014867	Surf4	3571	4002	3550	3529.001	3434	2622	3151.999	2766	5694	5224	4533	3903.999	4640	4428.001	5209	4770	4155	2873	2481
ENSMUSG00000014873	Surf2	1033.001	906	952.999	819	687	752	867	928	665	620.999	620.001	665.999	741	697.999	576.999	583.001	630.999	1117	1376
ENSMUSG00000014905	Dnajb9	2459	2120.943	2177.984	1922	1787	1653	1879	1747	675	665	744	667	659	756	682	617	629	427.961	979
ENSMUSG00000014907	Naf1	142	105	163	81	113	113	124	106	82	92	70	71	89	85	125	71	61	170	124
ENSMUSG00000014932	Yes1	61	63	126	198	222.999	101	131	73.001	29	20	15	34	27	46	40	28	28.999	13	14
ENSMUSG00000014956	Ppp1cb	4106.401	3961.154	4024.059	4377.69	4076.102	3112.861	3580.368	3219.459	3970.753	3693.642	3534.245	4420.162	4623.453	4116.036	3981.868	3754.859	4108.202	4297.186	3725.175
ENSMUSG00000014959	Gorasp2	1098	1239	1149.001	969	985	897	883.001	812.999	1645	1324	1138	1176	1289	1192.999	1572.999	1327	922	1025.001	898.999
ENSMUSG00000014980	Tsen15	116	77	123	67	84	62.058	109.878	78	138	139	111.001	118	92.999	80.001	136	120.605	118.347	219	186
ENSMUSG00000015001	Oc90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015002	Efr3a	3377	3140.001	2920	2731.001	2443	2247	2458.999	2167	3134	3081	2842.001	3679.002	3419	3147	3236.001	2770.998	2812	3634	5353.999
ENSMUSG00000015013	Trappc2l	470	409	388	428	415	301	324	381	453	371	546	572	597	518	359	434	394	409	378
ENSMUSG00000015016	Acsf3	129	127	149	55	62	91	121	128	292	217	180	102	101	80	181	146	116	102	79
ENSMUSG00000015023	Ddx19a	1149.219	1057.48	1247.695	1109.023	1042.992	896.486	1032.349	1062.558	1552.619	1536.132	1327.667	1207.186	1433.575	1379.961	1625.543	1430.629	1270.882	913.009	827.528
ENSMUSG00000015027	Galns	193	247	258	159	182	166	179	167	349	326	297	224	261	257	333	248	187	362	324
ENSMUSG00000015053	Gata2	0	6	2	6	2	6	8	1	8	2	3	0	4	1	0	0	0	54	0
ENSMUSG00000015083	C8g	5	11	7	7	8	7	14	4	24	18	20	11	11	11	18	17	16.001	18	15
ENSMUSG00000015085	Entpd2	0	1	0	0	0	0	2	0	4	2	5	0	1	0	5	1	3	0	0
ENSMUSG00000015087	Rabl6	1319	1177	1481.999	1224	1175	1299	1343.001	1229	1359	1169.999	1113	928.999	999	1083	1307	1134.001	999.001	1535.999	1312.001
ENSMUSG00000015090	Ptgds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015092	Edf1	1743.999	1739.992	2398.989	2110	1994.992	1900.989	1833	1961.96	2665	2253	2749	2497.991	2606.988	2061	2529	2722.983	2872	1925.001	1773.001
ENSMUSG00000015093	Clic3	1	0	1	2	0	1	3	0	0	2	1	1	7	2	0	0	2	6	0
ENSMUSG00000015094	Npdc1	25.999	21	45	12	18	46	35	30	36	31	39	3	19.001	14	18	34.999	35	33	4
ENSMUSG00000015095	Fbxw5	773	823.001	903.001	758.002	702	615	764	728.999	1142	968.001	868	831.999	905.001	880	1048.001	806	750.001	947	805.999
ENSMUSG00000015112	Slc25a13	49	63	46	47	32	26	29	41	113	115	111	69	67	50	82	71	68	114	94
ENSMUSG00000015120	Ube2i	6509.168	6031.625	6492.544	6518.558	5741.595	5506.835	5930.34	5553.867	6407.231	5793.935	5586.975	5824.781	6285.434	5628.746	6055.4	5724.851	5766.33	5603.798	5978.92
ENSMUSG00000015126	Tsr3	412	508	605	504	522	520	531	469	512	499	557	549	590	580	489	632	631	671	535
ENSMUSG00000015127	Unkl	1247.76	1263.92	1756.576	1683.43	1563.846	1427.852	1481.14	1416.787	1567.379	1472.712	1325.834	1373	1699	1614	1641.997	1555	1414	1530.001	1207.829
ENSMUSG00000015133	Lrrk1	1619.001	1751.001	1877.001	1830.001	1976	1615.999	1763	1676	2593	2391	1883.001	2395.001	2856	2870	2990	2482	2183	106	13
ENSMUSG00000015134	Aldh1a3	1	0	0	1	0	3	3	4	1	0	1	5	4	0	6	0	1	9	1
ENSMUSG00000015143	Actn1	2200	2145	2265	349	385	989	1090	928	2385	1880	1578	515	537	504	1129	880	714	6213	6606
ENSMUSG00000015149	Sirt2	1403.999	1351	1456.001	1605	1560	1179	1331.001	1269	2263.001	2072	1827	2362	2655	2463	2370.999	2036	1862	937	817
ENSMUSG00000015165	Hnrnpl	7760	7583.001	9121.001	9824.999	9136	7788	8700	8645	7770	7590	6797.001	6837	8140	8062	7551.999	7539.999	7152.001	7607.001	5544
ENSMUSG00000015176	Nolc1	2050	1899	2028	1438	1485	1516	1599	1387	1146	997	1039	844	919	851	916	830	759	1647	2543
ENSMUSG00000015189	Casd1	591	477	535	546	453	370	479	412	583	434	459	476	468	431	378	379	512	1031	1076
ENSMUSG00000015202	Cnksr3	9	13	18	6	6	23	10	6	0	5	0	0	0	3	0	0	4	141	92
ENSMUSG00000015214	Mtmr1	1656.001	1578	1573.999	1644	1507	1130	1411	1201	2049	2033	1776.001	2116	2309.001	2299.999	2049.999	1859	1889.001	1355.001	1411
ENSMUSG00000015217	Hmgb3	257	249.001	231	175	120	202.827	232	206	575.999	398.843	370.814	193.785	215.668	156	396	372	320.001	266	202
ENSMUSG00000015222	Map2	63.001	53	50	54	87	108	60.999	87	125	55	92.001	51	85	62	56	88	120	191	86
ENSMUSG00000015224	Cyp2j9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015242	Nipsnap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015243	Abca1	29	36	41	21	24	44	40	31	2	6	8	0	3	0	0	1	7	514	342
ENSMUSG00000015247	Nipsnap3b	609	551	517	592	531	423	511	408.001	607	513	542	777	783.001	682	658	516.999	494.001	540	599.999
ENSMUSG00000015289	Lage3	286.999	316	285	300	289	277	251.001	229	354	347	419	460	525.999	349	363	354.999	381	418.001	426
ENSMUSG00000015290	Ubl4	554.122	544.215	548.444	535.415	467.204	456.077	482.257	440.148	701.031	597.232	626.152	645.497	660.824	658.736	638.024	635.136	610.948	671.654	630.413
ENSMUSG00000015291	Gdi1	3362	2980.999	3476	3431	3235.001	2877.999	3617.001	3669	3501.997	3167	3173	2933	3313.001	3292	3341	2975	3064	4362.001	3617.001
ENSMUSG00000015305	Sash1	55	65	49	36	33	46	34	40	2	0	2	4	1	2	9	6	2	30	12
ENSMUSG00000015312	Gadd45b	960	1434	2377	2432	2680	1463	1828	1853	696	672	805	697	863	898	790	843	1038	182	177
ENSMUSG00000015314	Slamf6	3289	3040	3011	753	704	1489.999	1881.001	1682	3795	3451.001	3777	1125.001	1234	1209.999	2284.999	2110	2585.001	3634	3194
ENSMUSG00000015316	Slamf1	1179	1000	1030	877	811	883	918	777	824	941	833	905	869	881	846	816	832	121	159
ENSMUSG00000015335	Zdhhc12	120.001	102	183	108	144	90.001	158	118.001	232	166	147	143.001	134	107	198	214.001	190	310	167
ENSMUSG00000015337	Endog	98	104	149	64	91	143	92	119	84	60	99	50	46	31	89	73	61	175	96
ENSMUSG00000015340	Cybb	147	172	149	252	303	178	189	238	15	9	7	7	11	20	18	15	16	112	100
ENSMUSG00000015341	Golga7	1433.12	1338.832	1501.012	1501.533	1329	1036	1313.999	1095	1797.628	1550	1567.994	2004.995	1931.026	1654.577	1775	1579.478	1617.769	1620	1346.423
ENSMUSG00000015342	Xk	129	146	124	115	86	106	133	101	140	117	106	104	104	99	145	110	90	60	64
ENSMUSG00000015354	Pcolce2	9	12	8	6	7	9	3	4	0	0	0	0	0	0	0	0	0	7	1
ENSMUSG00000015355	Cd48	6065	5302	5242	9773	9048	4647	5746	5425	7133	6553	7040	11805	11725	10774	8064	7512	7235	2758	2893
ENSMUSG00000015357	Clpx	703	716	735	712.696	687.883	605.968	710	565	786.001	703	671.97	717	737	758	743	724	831	820.862	792
ENSMUSG00000015363	Trabd	1276.001	1464	1780.002	1524.999	1449	1496	1464.999	1346	2619.001	2056	1872	1506.001	1869	1618	2222.999	2068	1993	1688.999	973
ENSMUSG00000015365	Mov10l1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000015377	Dennd6b	346	303	391	187	191	328	317	301	177	117	126	63	81	87	84	122	106	704	390
ENSMUSG00000015396	Cd83	68	110	70	58	51	60	82	47	1	1	2	0	1	3	4	2	4	68	90
ENSMUSG00000015401	Tmem27	0	4	1	5	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015405	Ace2	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015437	Gzmb	8002	7069	7246	15838	14611	6449	8058	7715	23698	23283	19844	28223	28116	25114	25125	22808	18931	96	39
ENSMUSG00000015441	Gzmf	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000015443	Gzmn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015451	C4a	19.443	14.74	18.409	14.377	11.999	30.378	6.3	9.601	9	9	6	21	19.744	6	13.829	18	10	33.698	20.558
ENSMUSG00000015452	Ager	28	18	44	66	64	41	56	59.999	41	55	34	41.999	64	44.002	72	64.999	53	181.001	91
ENSMUSG00000015461	Atf6b	510	735	1089.999	802.999	858	685.999	720	753	991	911	843	661	848	602	976	929.001	838	856	478.999
ENSMUSG00000015467	Egfl8	28	47.999	64.999	95.999	67	66	75	78	57	62.001	70	39	55.001	62	31.951	44	71.999	103.001	40
ENSMUSG00000015468	Notch4	12	17	19	20	4	17	21	12	2	4	8	9	5	2	5	1	4	10	0
ENSMUSG00000015474	Ppt2	514.001	521	552	496.001	484	368	494.001	494	619	569.001	455	363.999	546	438.999	590.921	564.001	393	348	272
ENSMUSG00000015476	Prrt1	205	192	275	193	167	240	305	251	149	163	121	72	76	67	133	139	116	331	263
ENSMUSG00000015478	Rnf5	424	447.999	570	522	529.001	424	544	429	546	446	515	470	502	437	464	452	418	585.999	540.999
ENSMUSG00000015484	Fam163a	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015488	Cacfd1	676.001	686	585	550	501.999	569	553	504	751	640	620.999	469.999	560	552	677	634	556	977.001	617
ENSMUSG00000015501	Hivep2	3124	2911	3259	2722	2589.999	2453	2859.999	2467	2782	2991.001	2350	2056.001	2637.001	2951	3055	2347	2257.001	1887	2350
ENSMUSG00000015519	2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015522	Arnt	1092	1101	1191.001	1222.999	1127.999	900.001	1047	1035.999	1116.001	1140	960	1070	1228.001	1181	1204	993	1021.999	1347	1251
ENSMUSG00000015533	Itga2	64	36	43	43	25	30	29	23	96	116	63	100	87	91	128	61	50	31	26
ENSMUSG00000015536	Mocs2	561	426.999	478	598	613.999	399.999	438.999	430	751.999	625	652.999	974	745.001	690.001	694.999	581	748	633	622.997
ENSMUSG00000015542	Nat9	95.999	112.001	98	92	87	80	106.001	115.999	117	96.001	117.001	154	135	109.999	131.001	94.999	105.001	139	82.001
ENSMUSG00000015568	Lpl	53	47	51	40	34	58	55	47	9	5	3	6	9	4	9	6	11	26	10
ENSMUSG00000015575	Atp6v0e	2367	2166	1998	2222	2096	1599	1916	1730	2031	1846	2065	2515	2357	2251	1953	1785	1973	1587	1672
ENSMUSG00000015579	Nkx2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000015597	Zfp318	554	449.001	491	1109	1002.999	517	553	513	523.001	532	331	895	1097	1166	675	532	479	1302	1556.001
ENSMUSG00000015599	Ttbk1	2	7	7	5	13	12	5	10	4	6	7	11	4	6	8	7	5	23	9
ENSMUSG00000015605	Srf	1127	1133	1598	1230	1274	1203	1247	1145	1981	1692	1451	1276	1725	1475	2029	1652	1424	1219	927
ENSMUSG00000015619	Gata3	823	858	1280	837	900	888	1042	1024	987	950	875	457	642.999	572	914	831	775	661	360
ENSMUSG00000015627	Gata5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015647	Lama5	5	1	0	0	1	0	2	0	0	0	1	0	0	2	0	1	2	3	0
ENSMUSG00000015652	Steap1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015653	Steap2	0	0	0	0	1	3	1	1	2	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000015656	Hspa8	103343.207	118340.082	125162.935	104753.865	121330.869	75947.695	104927.2	106788.384	38762.979	45034.212	48348.674	44887.277	53954.164	52630.665	36645.678	41500.457	42901.282	26779.601	39363.995
ENSMUSG00000015659	Serac1	87	67	87	73	62	76	77	66	66	96	63	57	80	65	74	75	52	83	113
ENSMUSG00000015665	Awat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015668	Pdzd11	310.001	258	212	266	260	165.999	212	205	415	382	422	506	451.999	425	397	406	320.001	322	270
ENSMUSG00000015671	Psma2	3330	2798	2807	3092	2947	2216	2724	2526	3997	3490	3951	4093	4273	3519	3549	3654	3530	2890	3476
ENSMUSG00000015672	Mrpl32	490	359	478	492	482	301	422	430	439	419	509.002	576	634	567	456	429	373	324	434
ENSMUSG00000015697	Setdb1	980.822	1100.991	1167.762	989.346	951.83	811	960	961.951	1249.94	1129.001	945.91	972.547	1046.973	1130.968	1152	1092	913.977	1354.922	1273.278
ENSMUSG00000015702	Anxa9	19	23	15	15	22	20	23	14	28	18	21	34	43	32	31	34	17	20	4
ENSMUSG00000015709	Arnt2	21	10	18	18	14	54	17	19	35	26	20	21	20	34	20	22	38	65	15
ENSMUSG00000015711	Prune	769	667	666	1253	1167	587	781	621	1025	836	876	1436	1627	1607	1261	986	946	405	306
ENSMUSG00000015714	Cers2	3146	3135	2806	3386.999	3119	2398	2864	2576	3158.001	2922.001	2626	3370.001	3463.999	3432.001	3111.999	2841.999	2425.999	2288	2821.001
ENSMUSG00000015721	Nlrp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015733	Capza2	4622.999	4232	4064	4874	4420	3232.001	4002	3455	4991.999	4481.001	4561.001	6039	5731	5331	4780.999	4439.999	4856	3283.001	3778
ENSMUSG00000015745	Plekho1	148.001	167	184	258	265	161	168	138.001	94.001	71	91	354.999	443	289	125	109	104	865.001	526
ENSMUSG00000015747	Vps45	317	303.999	310	409	325.001	214	299.999	237	425	337.999	341	430	473	402	423	366	326	267	257
ENSMUSG00000015748	Prpf3	915	935	896	963.001	933	608	783.999	814	721	775	671	763.999	680	792.998	780	643	653	742	909.999
ENSMUSG00000015749	Anp32e	2951	2883	3423	3673.999	3604.999	2445.001	2900.001	2565.001	4413.999	3527	3017	4773	4916	3908	4018	3676.999	3837.999	3670.001	3119
ENSMUSG00000015750	Aph1a	1282.084	1479.492	1514.532	1433.393	1480.605	1181.638	1311.41	1182.389	2603.004	2097.066	1895.485	2025.478	2328.133	2214.001	2438.433	2192.574	1835.457	1233.667	739.64
ENSMUSG00000015755	Tab2	4110	3708.001	3795	3329.999	3317	2775	3278	2878	4772	4623.001	3607.001	3226	3720	3755	4088.001	3584	2977	2412.001	2590
ENSMUSG00000015757	Ppil4	1703	1701	1739.999	1903	1907.001	1184	1520	1443	1307	1230	1201	1694.001	1632.999	1697	1424	1134	1369	1777	2303
ENSMUSG00000015759	Cnih1	862	806	800	767	684	584	621	598	929	732	781	883	900	761	817	728	737	938	833
ENSMUSG00000015766	Eps8	15	38	29	18	22	26	16	30	18	19	27	12	16	21	25	16	17	18	6
